id,user_rating,user_name,user_profile,user_review,user_reviewdate,user_staydate
1,2.0,DemonicCrayons,https://www.tripadvisor.ca/Profile/DemonicCrayons,"Significant room for improvement in character and customer relationships Stayed two nights over winter 2019.  The good:  The view: Clearly the hotel sells itself on the views of the falls which are excellent. Windows were pretty dirty but not a deal breaker. The bed/room: Comfortable bed, good air conditioning that wasn’t too loud. Large-ish room', '…",Jan. 2019, January 2019
1,5.0,Haj296,https://www.tripadvisor.ca/Profile/Haj296,"Awesome I believe it is the best hotel at Niagara falls. It has the best view of Niagara falls. I really enjoyed the view from the room. It was breathtakingly beautiful. The room also was very clean. Quite spacious too. Checking-in was quick and easy. There is a Starbucks in the lobby', '…",Jan. 2019, August 2018
1,5.0,Monica20Lee,https://www.tripadvisor.ca/Profile/Monica20Lee,"Great location, fantastic view & friendly staff Location, Location, Location !!! Great view to the Niagara Falls from the lobby and from selected rooms. Walking distance to restaurants, stores and to the main attraction - The Niagara Falls, just cross a bridge straight from the property. Starbucks and Gift shop inside the', '…",Jan. 2019, December 2018
1,4.0,Glenn14526,https://www.tripadvisor.ca/Profile/Glenn14526,"Short Getaway Third time at this property. It does not disappoint. Facilities very clean and well maintained. Easy dinner and eating options, staff very attentive and welcoming. Location is excellent and view of the falls is awesome. Very good value for what you get. Marriott Fallsview is our', '…",Jan. 2019, January 2019
1,4.0,John C,https://www.tripadvisor.ca/Profile/JC69kc67,"Great views  Decided to take a family trip to see Niagara falls around Christmas time. First off check-in was extremely easy. Also valet parking was super easy to. upon entering the room the room is spacious with two queen beds an average sized bathroom and a view to die for overlooking the', '…",Jan. 2019, December 2018
1,5.0,LindaG840,https://www.tripadvisor.ca/Profile/LindaG840,Great view and very relaxing All staff very helpful and pleasant.  Room was excellent with a great view.  Just the R&R i was looking for.  Check in was easy and efficient.  Will definitely return and take advantage of some of the spa services.,Jan. 2019, December 2018
1,3.0,Russell J,https://www.tripadvisor.ca/Profile/891russellj,"Not quite up to,par First off I enjoy Marriotts.  Tried to get 2 rooms adjoining with our teenage boys.  Our room smelled horribly of tobacco smoke.  Staff tried to “freshen up” but did not work.  Anyone could smell this even from,outside.  Why let a rewards member in there?  Finally got a manager', '…",Dec. 2018, December 2018
1,3.0,R58_travel,https://www.tripadvisor.ca/Profile/R58_travel,"Nice view, mediocre brunch, sauna not working Took advantage of a special for one night stay with massage and brunch - the hotel is clean, service was very good, beds comfortable, massages in Serenity Spa was excellent. However, brunch was very mediocre, the sauna was broken and the chlorine in the hot tub was so strong we', '…",Dec. 2018, December 2018
1,5.0,Leonswlam,https://www.tripadvisor.ca/Profile/Leonswlam,"A very pleasant stay at this hotel All the staffs are nice, polite and supportive. It makes you feel at home. Price of food and drinks at the lounge or restaurant are reasonable and good. A wonderful falls view makes you feel stunned. The swimming pool is another highlight of the hotel. It is good for family or', '…",Dec. 2018, December 2018
1,3.0,Kate S,https://www.tripadvisor.ca/Profile/katesV8470BP,"Overcharge room service and lost stuffs I visited the hotel on Dec 25 to Dec 26 2016. Room was not big enough but we could see the Canadian falls. When I check out the hotel, I asked the bill and found the room service was charged $63.45 for 2 personal pizzas.  I asked why it was too much charged for two small pizzas.', '…",Dec. 2018, December 2018
1,5.0,The OpenRoad Guy,https://www.tripadvisor.ca/Profile/TheOpenRoadGuy,"Short but memorable stay We got in quite late and only stayed for the one night but this was a great choice. Great service from the overnight staff, Ellis had us all set and took the time to provide directions on where we could eat late at night.  Not all rooms have the falls view, but this is a great', '…",Dec. 2018, December 2018
1,5.0,Peggy P,https://www.tripadvisor.ca/Profile/396peggyp,Awesome View and Great Hotel and Dining Experience! The room's view was absolutely breathtaking!  The hotel had great food and was close to all shopping.  We LOVED our time there and the staff was very helpful.  Will come back when we are in town.  Attached our room view pictures.,Dec. 2018, August 2018
1,3.0,jakenemec,https://www.tripadvisor.ca/Profile/jakenemec,"Amazing view, average hotel I assume most people coming here would be for the Falls.  For that, this hotel offers great views and is centrally located.  Not a whole lot else around except for (expensive) tourist traps.  Be prepared to pay a little more for everything. Even at the Starbucks in the hotel', '…",Dec. 2018, November 2018
1,4.0,eerzaweepieanbovril,https://www.tripadvisor.ca/Profile/eerzaweepieanbovril,"Great Room and Great Views But Does Have It's Downside No doubt this hotel has great rooms with great views, our room was spacious, clean and had a great view of The Falls, staff seem to be very helpful but it does have some downsides that leave a bitter taste....some of these not the hotels fault. Resort Fees, seems all the major', '…",Dec. 2018, December 2018
1,4.0,Steven C,https://www.tripadvisor.ca/Profile/Sapadaddy,"Skip the breakfast The views from this hotel were absolutely AMAZING and the price was excellent in December. Our King Suite had a jetted tub and a small living room. We loved everything about it. But there were some things that kept us from giving a 5 rating.   First, they scalp you on the', '…",Dec. 2018, December 2018
1,5.0,CHESTRAD,https://www.tripadvisor.ca/Profile/CHESTRAD,A very exciting place I had such a great time visiting the Naigara falls. My fallacies room was excellent! The falls kept me in awe all night. Watching the dawn rise is a memory not easy to forget. My guide Cory was simply outstanding. He was knowledgeable and great fun.,Dec. 2018, November 2018
1,5.0,Trek264866,https://www.tripadvisor.ca/Profile/Trek264866,"What a view!! Stayed here for a couple of days looking for a relaxing experience and the hotel delivered. Enjoyed great service, excellent food, and a room with an incredible view. We never left the building except for a short walk down to see the falls up close. The spa is wonderful too. ",Dec. 2018, December 2018
1,5.0,Sally K,https://www.tripadvisor.ca/Profile/448sallyk,Niagara Falls teip This hotel was so amazing... I booked this for my husbands 50th birthday trip and it certain did not disappoint!! (Photo attached). The view we had was breathtaking and the staff were amazing they accommodated and pampered us like we were royalty. Highly recommend this hotel,Dec. 2018, December 2018
1,5.0,LisaCLC,https://www.tripadvisor.ca/Profile/LisaCLC,"The Views!!!! Heart Eye Emojis! WOW! We booked many months in advance and had a top floor room with the most gorgeous view. The room had an electric fireplace near the window with two chairs to look out and enjoy the views. We probably could have just sat there all day and enjoyed every minute. The hotel was', '…",Dec. 2018, September 2018
1,4.0,Michael Q,https://www.tripadvisor.ca/Profile/quinnmp,"Anniversary Revisit Wow, the year was 1976, December 4th , just married at the age of 19 my wife and I decided to head off to Niagara Falls for our honeymoon, no planning , limited cash and no credit cards. Happy and excited with all the prospects our new life would hold. On arriving at the falls', '…",Dec. 2018, December 2018
1,1.0,KMAGS2014,https://www.tripadvisor.ca/Profile/KMAGS2014,"Disappointing level of service I am a huge supporter of Marriott, that said I took my wife on a trip to this hotel and was VERY disappointed with the level of service provided. I will start by saying that I have achieved the highest status Marriott offers and have, for 10 years straight. One would think they', '…",Dec. 2018, December 2018
1,5.0,TravelingEast2016,https://www.tripadvisor.ca/Profile/TravelingEast2016,"WOW. The Views!!! You HAVE to stay here My jaw hit the floor when we walked through the sliding doors into reception. My husband more or less had to pick it up for me - the minute you walk through the doors you're staring at the falls through floor-to-ceiling windows that line the ground floor reception area of this"", '…",Dec. 2018, April 2018
1,5.0,Penfield_NY1943,https://www.tripadvisor.ca/Profile/Penfield_NY1943,"Fantastic Get Away Very enjoyable, comfortable and beautiful. Fabulous staff.  Easy location to find and the view from higher floors is breathtaking!  Good restaurants and great food. Marriott’s got this one spot on! Parking fee is only drawback. $40 a bit high and long wait to get your car on', '…",Dec. 2018, December 2018
1,1.0,Pedro X,https://www.tripadvisor.ca/Profile/PedroX109,"Below standard. A blot on the brand. Check in was utterly annoying. Receptionist was not able to process the credit card and made me call my bank (with the consequent waste of time, money and patience) just to confirm that everything was OK. Finally his boss managed to make it work, but none of them were able to', '…",Nov. 2018, November 2018
1,3.0,Ken K,https://www.tripadvisor.ca/Profile/V44GNkenk,"Great Fallsview Hotel Hotel room has great Fallsview and location. Front desk and Starbuck's staffs are great and friendly. Room furnitures and carpet are outdated.  Don't eat at TGIF restaurant, try casino restaurants few blocks away.",Nov. 2018, October 2018
1,4.0,huskylvr,https://www.tripadvisor.ca/Profile/huskylvr,"Pros and cons My spouse and I celebrated his birthday and our anniversary here over the weekend. We had a Superior Fallsview room. The view of the falls was outstanding, all the way up and down the river including both falls! We saw the fireworks on Friday night, and Horseshoe Falls was', '…",Nov. 2018, November 2018
1,3.0,neelra,https://www.tripadvisor.ca/Profile/sweetgirl9328,"weekend with family booked 4 rooms with river view  however  one of the rooms i got wasn't facing the river instead it was facing the city you cannot even see the river at all so i  went down to ask to change room but was told that if i want a river view room i have to pay an extra $50.so i said"", '…",Nov. 2018, November 2018
1,4.0,Foodfan2830,https://www.tripadvisor.ca/Profile/Foodfan2830,"Stay here for the view! Location, location, location! You can just sit in your room for hours and watch the falls - especially if it's miserable outside. Our room was modern and updated. We also had a problem with the thermostat, so had the window open a lot even though we experienced between-6 and +6"", '…",Nov. 2018, November 2018
1,3.0,j3ffr3y111,https://www.tripadvisor.ca/Profile/j3ffr3y111,"Rooms need updating  The location is fantastic, lobby beautiful but the rooms are tired!  The grout in the shower was dirty and found a roach in the room.  It does not seem to meet Marriott standard.  Easy walk to sidewalk above falls and nearby restaurants.",Nov. 2018, November 2018
1,4.0,Sharon H,https://www.tripadvisor.ca/Profile/sharonhS4694MT,"Fix the thermostats  My daughter and I visited the Falls gor a girl's getaway.  This was a lovely hotel, and perhaps the cleanest hotel I have ever stayed in.  We stayed on the 15th floor. The view was amazing! Bathroom spotless. Beds comfortable.  So quiet! Didn't hear a peep from the halls.  Our"", '…",Nov. 2018, November 2018
1,1.0,TaDaRoc,https://www.tripadvisor.ca/Profile/TaDaRoc,"Hotel or Motel? 100 night a year at Marriott Properties and this was the worst in a long time. High price and poorly kept property. High floor,, but couldn't see the American Falls due to an exterior obstruction. Asked for a room change, but there were no better rooms available. Apparently,"", '…",Nov. 2018, November 2018
1,4.0,garstanggirl,https://www.tripadvisor.ca/Profile/garstanggirl,"Best view of Niagara Falls! We booked a falls view room, so we were on the 11th floor and had fantastic views of both falls. The window was floor to ceiling, and we spent most of the time in the room sat in the chairs looking out on the falls.   The first day the room was really warm despite turning the', '…",Nov. 2018, November 2018
1,5.0,Ashley R,https://www.tripadvisor.ca/Profile/629ashleyr,"Amazing hotel My husband and I came here for our anniversary and the entire staff was very friendly, the service was great. Hotel very clean, our room was a suit, it was amazing definitely recommend upgrading. The view was to die for. We stayed on the 14th floor. Breakfast buffet was great.', '…",Nov. 2018, November 2018
1,5.0,LLHH,https://www.tripadvisor.ca/Profile/LLHH,"Wow wow wow An amazing experience. The checkin was great and Patrizia was fabulous explaining the hotel and services. Also the in and outs of the wego transit system. We used the transit every day. Very convenient. We booked a superior fallsview room but were upgraded to a suite. Just an', '…",Nov. 2018, November 2018
1,4.0,AliCat062,https://www.tripadvisor.ca/Profile/AliCat062,"Amazing Falls right at your window We booked a room here for two nights to see the Falls. It’s possibly the closest hotel to the Horseshoe Falls and every room faces on to it. There are comfy armchairs at the window and it’s lovely to come in to the room and just sit there and be hypnotised by the sheer beauty of', '…",Nov. 2018, November 2018
1,5.0,altrose01,https://www.tripadvisor.ca/Profile/altrose01,"Best views! We booked a King room with jet tub.  It also had small fireplace.  We spent several hours in big armchairs admiring fantastic view!  We were on 17th floor and had clear view of both horseshoe and USA Falls and fireworks display.  Easy check-in, found room clean and ready.  We', '…",Nov. 2018, November 2018
1,5.0,LisaBrown321,https://www.tripadvisor.ca/Profile/LisaBrown321,"Anniversary weekend Great place.  Room overlooked Horseshoe Falls.  Beautiful.  Hotel had some construction going on but was still very nice.  Room had a jacuzzi tub that was large but could have used some bars to help gettin in and out.  Food was good but pricy.  20-30 minute drive to multiple', '…",Nov. 2018, September 2018
1,5.0,GigabyteFL,https://www.tripadvisor.ca/Profile/GigabyteFL,"WOW just WOW!!!! WOW just WOW!!!! It had been decades since being to Niagara Falls and the first time on the Canadian side. Was a surprise for my bride of 45 years as she had never been to the falls. Was greeted out side by valet service ($40) or park yourself for $40. Bellhop unloaded our', '…",Nov. 2018, October 2018
1,4.0,Karen B,https://www.tripadvisor.ca/Profile/810KarenB,"Really nice time Stayed with the 'Sleep Cheap' deal- for the first time ever.  It really is a great deal as you don't get charged the resort fee $13 either.  In return you don't have free wifi in your room but for us it was well worth it.  Walking distance to the casino.  Fallsview was"", '…",Nov. 2018, November 2018
1,4.0,galilava,https://www.tripadvisor.ca/Profile/galilava,"Amazing view from the room This hotel has the best view to the falls, day and night. At night you can observe the light show from your bed...it is unforgettable! However, book a higher floor room, the higher the better....and bear in mind that mist is tegular at this place most of the time soyou may need', '…",Nov. 2018, March 2018
1,1.0,Joe215ca,https://www.tripadvisor.ca/Profile/Joe215ca,"Maid of the Must.... Quote from my colleague staying here: ""I\'ve spent 55 days in Marriott\'s this year, and this one was the worst.""  I was here for a conference.  I was told some floors have been renovated, however we were all on three floors (7,8,10) and all noted the following.  - Hard', '…",Nov. 2018, November 2018
1,5.0,Waseem M,https://www.tripadvisor.ca/Profile/708waseemm,First Canadian Experience Excellent hotel and allowed for easy access to the Niagara Falls and all the surrounding attractions. High room requests are essential for enjoying the niagara night show. Hotel offers a range of restaurants that can appeal to all guests.,Nov. 2018, January 2018
1,5.0,Skweezman,https://www.tripadvisor.ca/Profile/Skweezman,"Not a bad property  Stayed a couple of nights.  Had originally taken a Riverview king room, but got upgraded to a junior suite.  11th floor with a view of the falls.  The room was nice.  The bathroom had a nice big jet tub that I didn't use, and a good sized shower.  It kinda bugged me that the"", '…",Nov. 2018, November 2018
1,2.0,ohdoggy,https://www.tripadvisor.ca/Profile/ohdoggy,"Marriot never gets it right I'm still depressed that Mariot acquired Starwood.  In spite of the best view of the Falls, they just didn't get it right once again.  I was upgraded because I paid for 8 other rooms at the hotel.  My suite had no bathrobes, old leftovers in the fridge, heat that didn't work,"", '…",Nov. 2018, November 2018
1,3.0,Chris F,https://www.tripadvisor.ca/Profile/3ChrisF,"Great views of falls I was thrilled with the hotel and it's proximity to the falls. Our view from our room was wonderful. When we checked in on 11/6/18 a lovely young lady answered a lot of our questions and was super helpful, now I wish I had written down her name. The next day a gentleman at the"", '…",Nov. 2018, November 2018
1,4.0,debbielj2003,https://www.tripadvisor.ca/Profile/debbielj2003,Okay customer service and beautiful views Beautiful view but rather dated room. Customer service was 50/50. Can't blame the Marriott for unfriendly Starbucks employee but the valet parking attendant didn't even offer to help with our bags. Front desk service was very good.,Nov. 2018, November 2018
1,5.0,TRIPSTER1900,https://www.tripadvisor.ca/Profile/TRIPSTER1900,"Beautiful hotel with beautiful views! Hotel is situated next to the falls. What views! Conveniently located to all of Falls area shops. Walking can be a challenge uphill on return to hotel. We received complimentary WeGo passes that lets you use the buses to go around the area if you get tired of walking. The', '…",Nov. 2018, October 2018
1,3.0,Sheila S,https://www.tripadvisor.ca/Profile/J4505DWsheilas,Great for a weekend away We stayed at this hotel for our anniversary. It was very clean and the rooms were modern. We enjoyed the short walk to restaurants and the walk to the falls. It is expensive for the quality of the hotel.,Nov. 2018, July 2018
1,5.0,wad07,https://www.tripadvisor.ca/Profile/wad07,Very nice hotel Room clean and very spacious. Towels nice. Perfect view of the falls. Convenient location. Only negative was how LOUD the music was in the lobby on Saturday night. Really ridiculous to have it that loud. ,Nov. 2018, November 2018
1,4.0,Ned14,https://www.tripadvisor.ca/Profile/Ned14,"Great view Room 920. Amazing view.  Very clean. Big bathroom. Beds are fairly comfortable. Fridge in room although it was unplugged. This room did not have a window that opens, some did as you can hear the falls. There was a vent but you really couldn't hear much. The roar of the water is"", '…",Nov. 2018, November 2018
1,5.0,dianewA8715AR,https://www.tripadvisor.ca/Profile/dianewA8715AR,"Treat yourself to a stay at the Marriott!! This was our second stay at the Marriott and we were again very satisfied—the view of the Falls from our room and seeing the beautiful sun rise over the water each morning were moments to remember.   The room was comfortable and beds were very comfortable!   All staff that we', '…",Oct. 2018, October 2018
1,5.0,47MariaDea,https://www.tripadvisor.ca/Profile/47MariaDea,"The Views We had reserved our room a couple days before leaving Maine. I wanted a room with a view of the falls, boy did we get a view. We stopped at the hotel in the morning hoping we could leave our car, that didn't happen. But we did check in and pain extra for an upgrade with a better"", '…",Oct. 2018, October 2018
